-DOCSTART- -X- -X- O
( ( O O
for IN B-PP O
example NN I-PP O
, , O O
a DT B-NP O
letter NN I-NP O
, , I-NP O
word NN I-NP O
, , I-NP O
phrase NN I-NP O
, , I-NP O
or CC I-NP O
gesture NN I-NP O
) ) O O
into IN B-PP O
another DT I-PP O
form NN I-PP O
or CC I-PP O
representation NN I-PP O
( ( O O
one CD B-NP O
sign NN I-NP O
into IN B-PP O
another DT I-PP O
sign NN I-PP O
) ) O O
, , O O
RB ADVP O O
RB ADVP O O
of IN B-PP O
the DT I-PP O
same JJ I-PP O
type NN I-PP O
. . O O

In IN B-PP O
mathematics NN I-PP O
, , O O
RB ADVP O O
in IN B-PP O
order NN I-PP O
theory NN I-PP O
, , O O
the DT B-NP O
Cofinality NP I-NP B-TERM
cf(A NN I-NP O
) ) O O
of IN B-PP O
a DT I-PP O
partially RB I-PP O
ordered VVN I-PP O
set NN I-PP O
A DT B-NP O
is VBZ B-VP O
the DT B-NP O
least JJS I-NP O
of IN B-PP O
the NP B-PP B-GENUS
cardinalities NNS B-NP B-HYPER
of IN B-PP O
the DT I-PP O
cofinal JJ I-PP O
subsets NNS I-PP O
of IN I-PP O
A NP I-PP O
. . O O

In IN B-PP O
ethics NNS I-PP O
, , O O
Cognitivism NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
philosophical JJ B-NP B-HYPER
view NN I-NP I-HYPER
that IN O O
ethical JJ B-NP O
sentences NNS I-NP O
express VVP B-VP O
propositions NNS B-NP O
, , O O
and CC O O
RB ADVP O O
are VBP B-VP O
JJ ADJP O O
of IN B-PP O
being VBG B-VP O
JJ ADJP O O
CC ADJP O O
JJ ADJP O O
. . O O

A DT B-NP O
Coil NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
series NN B-NP B-HYPER
of IN B-PP I-HYPER
loops NNS I-PP I-HYPER
. . O O

The DT B-NP O
ColecoVision NP I-NP B-TERM
is VBZ B-VP O
Coleco NP B-NP B-GENUS
Industries' NP I-NP I-GENUS
second JJ I-NP I-GENUS
generation NN I-NP I-GENUS
home NN B-NP B-HYPER
video NN I-NP I-HYPER
game NN I-NP I-HYPER
console VV B-VP I-HYPER
and CC O O
was VBD B-VP O
released VVN I-VP O
in IN B-PP O
August NP I-PP O
. . O O

A DT B-NP O
Colloid NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
type NN I-NP O
of IN B-PP O
mechanical JJ B-NP B-HYPER
mixture NN I-NP I-HYPER
WRB ADVP O O
one CD B-NP O
substance NN I-NP O
is VBZ B-VP O
dispersed VVD I-VP O
RB ADVP O O
throughout IN B-PP O
another DT I-PP O
. . O O

In IN I-PP O
politics NNS I-PP O
and CC O O
in IN B-PP O
history NN I-PP O
, , O O
a DT B-NP O
Colony NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
territory NN B-NP B-HYPER
under NN B-NP O
the DT I-NP O
immediate JJ I-NP O
political JJ I-NP O
control NN I-NP O
of IN B-PP O
a DT I-PP O
state NN I-PP O
. . O O

In IN B-PP O
medicine NN I-PP O
, , O O
a DT B-NP O
Coma NP I-NP B-TERM
( ( O O
from IN B-PP O
the DT I-PP O
Greek JJ I-PP O
κῶμα NN I-PP O
koma NN I-PP O
, , O O
meaning VVG B-VP O
deep JJ B-NP O
sleep NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
profound NN I-NP I-GENUS
state NN B-NP B-HYPER
of IN B-PP I-HYPER
unconsciousness NN I-PP I-HYPER
. . O O

In IN B-PP O
combinatorial JJ I-PP O
mathematics NNS I-PP O
, , O O
a DT B-NP O
Combination NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP O
of IN B-PP O
JJ ADJP O B-GENUS
elements NNS B-NP B-HYPER
, , O O
RB ADVP O O
of IN B-PP O
a DT I-PP O
prescribed JJ I-PP O
size NN I-PP O
and CC O O
taken VVN B-VP O
from IN B-PP O
a DT I-PP O
given VVN I-PP O
set NN I-PP O
. . O O

In IN I-PP O
computing NN I-PP O
, , O O
a DT B-NP O
Comment NP I-NP B-TERM
is VBZ B-VP O
information NN B-NP B-HYPER
in IN B-PP O
a DT I-PP O
file NN I-PP O
that WDT B-NP O
is VBZ B-VP O
RB ADVP O O
intended VVN B-VP O
as IN B-PP O
an DT I-PP O
annotation NN I-PP O
. . O O

Commodore NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
military JJ B-NP B-HYPER
rank NN I-NP I-HYPER
used VVN B-VP O
in IN B-PP O
many JJ I-PP O
navies NNS I-PP O
for IN I-PP O
officers NNS I-PP O
whose WP$ B-NP O
position NN I-NP O
exceeds VVZ B-VP O
that IN O O
of IN B-PP O
a DT I-PP O
navy NN I-PP O
captain NN I-PP O
, , O O
but CC O O
is VBZ B-VP O
JJR ADJP O O
than IN O O
that DT B-NP O
of IN B-PP O
a DT I-PP O
rear JJ I-PP O
admiral NN I-PP O
. . O O

The DT B-NP O
Commodores NP I-NP B-TERM
were VBD B-VP O
a DT B-NP B-GENUS
highly RB I-NP I-GENUS
successful JJ I-NP I-GENUS
funk/ JJ I-NP I-GENUS
soul NN I-NP I-GENUS
band NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
1970s NNS I-PP O
and CC I-PP O
1980s NNS I-PP O
. . O O

The DT I-NP O
Comoros NP I-NP B-TERM
( ( O O
ˈkɒməroʊz NP B-NP O
, , O O
القمر NN B-NP O
جزر NN I-NP O
, , O O
Juzur NP B-NP O
al-Qumur NP I-NP O
) ) O O
, , O O
RB ADVP O O
the DT B-NP O
Union NN I-NP O
of IN B-PP O
the DT I-PP O
Comoros NP I-PP O
( ( O O
Union NP B-NP O
des NP I-NP O
Comores NP I-NP O
, , O O
,-القمريّ, JJ B-NP O
الاتّحاد NN I-NP O
, , O O
al-Ittiād NP B-NP O
al-Qumuriyy NP I-NP O
) ) O O
is VBZ B-VP O
an DT B-NP B-GENUS
island NN I-NP I-GENUS
nation NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
Indian NP I-PP O
Ocean NP I-PP O
, , O O
located VVN B-VP O
off IN B-PP O
the DT I-PP O
eastern JJ I-PP O
coast NN I-PP O
of IN I-PP O
Africa NP I-PP O
on IN I-PP O
the DT I-PP O
northern JJ I-PP O
end NN I-PP O
of IN I-PP O
the DT I-PP O
Mozambique NP I-PP O
Channel NP I-PP O
between IN I-PP O
northern JJ I-PP O
Madagascar NP I-PP O
and CC O O
northeastern JJ B-NP O
Mozambique NP I-NP O
. . O O

The DT I-NP O
Compactron NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
12-pin NN I-NP I-GENUS
vacuum NN B-NP B-HYPER
tube NN I-NP I-HYPER
family NN B-NP O
introduced VVN B-VP O
in IN B-PP O
1961 CD I-PP O
by IN I-PP O
General NP I-PP O
Electric NP I-PP O
in IN I-PP O
Owensboro NP I-PP O
, , O O
Kentucky NP B-NP O
with IN B-PP O
the DT I-PP O
express JJ I-PP O
purpose NN I-PP O
of IN I-PP O
keeping VVG B-VP O
tubes NNS B-NP O
in IN B-PP O
the DT I-PP O
market NN I-PP O
for IN I-PP O
a DT I-PP O
few JJ I-PP O
more JJR I-PP O
years NNS I-PP O
during IN I-PP O
the DT I-PP O
solid JJ I-PP O
state NN I-PP O
revolution NN I-PP O
. . O O

In IN B-PP O
general JJ I-PP O
use NN I-PP O
, , O O
a DT B-NP O
Complaint NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP O
expression NN I-NP O
of IN B-PP O
displeasure NN B-PP B-HYPER
, , O O
JJ ADJP O O
as IN B-PP O
poor JJ I-PP O
service NN I-PP O
at IN I-PP O
a DT I-PP O
store NN I-PP O
, , O O
or CC O O
from IN B-PP O
a DT I-PP O
local JJ I-PP O
government NN I-PP O
, , O O
. . O O

The DT B-NP O
term NN I-NP O
Complex NN I-NP B-TERM
in IN B-PP O
chemistry NN I-PP O
is VBZ B-VP O
usually RB I-VP O
used VVN I-VP O
to TO I-VP O
describe VV I-VP O
molecules NNS B-NP B-HYPER
or CC B-NP O
ensembles NNS B-NP B-HYPER
formed VVN B-VP O
by IN B-PP O
the DT I-PP O
combination NN I-PP O
of IN I-PP O
ligands NNS I-PP O
and CC I-PP O
metal NN I-PP O
ions NNS I-PP O
. . O O

A DT B-NP O
Condom NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
barrier NN I-NP I-GENUS
device NN B-NP B-HYPER
most RBS B-NP O
commonly RB I-NP O
used VVN I-NP O
during IN B-PP O
sexual JJ I-PP O
intercourse NN I-PP O
. . O O

Conflict-resolution NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
range NN I-NP O
of IN B-PP O
methods NNS B-PP B-HYPER
for IN B-PP O
alleviating VVG B-VP O
or CC I-VP O
eliminating VVG I-VP O
sources NNS B-NP O
of IN B-PP O
conflict NN I-PP O
. . O O

In IN I-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Conjecture NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
statement NN B-NP B-HYPER
which WDT B-NP O
appears VVZ B-VP O
JJ ADJP O O
to TO B-VP O
be VB I-VP O
JJ ADJP O O
, , O O
but CC O O
has VHZ B-VP O
not RB I-VP O
been VBN I-VP O
formally RB I-VP O
proven VVN I-VP O
to TO I-VP O
be VB I-VP O
JJ ADJP O O
under IN B-PP O
the DT I-PP O
rules NNS I-PP O
of IN I-PP O
mathematical JJ I-PP O
logic NN I-PP O
. . O O

In IN I-PP O
articulatory JJ I-PP O
phonetics NNS I-PP O
, , O O
a DT B-NP O
Consonant NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
speech NN I-NP I-GENUS
sound NN B-NP B-HYPER
that WDT B-NP O
is VBZ B-VP O
articulated VVN I-VP O
with IN B-PP O
complete JJ I-PP O
or CC I-PP O
partial JJ I-PP O
closure NN I-PP O
of IN I-PP O
the DT I-PP O
upper JJ I-PP O
vocal JJ I-PP O
tract NN I-PP O
, , O O
the DT B-NP O
upper JJ I-NP O
vocal JJ I-NP O
tract NN I-NP O
being VBG B-VP O
defined VVN I-VP O
as IN B-PP O
that DT I-PP O
part NN I-PP O
of IN I-PP O
the DT I-PP O
vocal JJ I-PP O
tract NN I-PP O
that WDT B-NP O
lies VVZ B-VP O
above IN B-PP O
the DT I-PP O
larynx NN I-PP O
. . O O

A DT B-NP O
Contract NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
exchange NN I-NP I-GENUS
of IN B-PP I-GENUS
promises NNS B-NP B-HYPER
between IN B-PP O
two CD I-PP O
or CC I-PP O
more JJR I-PP O
parties NNS I-PP O
to TO B-VP O
do VV I-VP O
or CC I-VP O
refrain VV I-VP O
from IN B-PP O
doing VVG B-VP O
an DT B-NP O
act NN I-NP O
which WDT I-NP O
is VBZ B-VP O
JJ ADJP O O
in IN B-PP O
a DT I-PP O
court NN I-PP O
of IN I-PP O
law NN I-PP O
. . O O

A DT B-NP O
Convention NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
set NN I-NP O
of IN B-PP O
agreed VVN B-VP B-GENUS
, , O I-GENUS
stipulated VVD B-VP I-GENUS
or CC O I-GENUS
RB ADVP O I-GENUS
accepted VVD B-VP I-GENUS
standards NNS B-NP B-HYPER
, , O O
norms NNS B-NP B-HYPER
, , O O
social JJ B-NP B-HYPER
norms NNS I-NP I-HYPER
, , O O
or CC O O
criteria NNS B-NP B-HYPER
, , O O
often RB B-VP O
taking VVG I-VP O
the DT B-NP O
form NN I-NP O
of IN B-PP O
a DT I-PP O
custom NN I-PP O
. . O O

In IN I-PP O
the DT I-PP O
United NP I-PP O
States NPS I-PP O
and CC I-PP O
Canada NP I-PP O
, , O O
a DT B-NP O
Cookie NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
small JJ I-NP I-GENUS
, , O I-GENUS
flat JJ B-NP I-GENUS
baked VVN B-VP I-GENUS
dessert NN B-NP B-HYPER
. . O O

In IN B-PP O
linguistics NN I-PP O
, , O O
a DT B-NP O
Copula NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
word NN B-NP B-HYPER
used VVN B-VP O
to TO I-VP O
link VV I-VP O
the DT B-NP O
subject NN I-NP O
of IN B-PP O
a DT I-PP O
sentence NN I-PP O
with IN I-PP O
a DT I-PP O
predicate NN I-PP O
( ( O O
a DT B-NP O
subject NN I-NP O
complement VV B-VP O
or CC O O
an DT B-NP O
adverbial NN I-NP O
) ) O O
. . O O

Corcovado NN B-NP B-TERM
, , O O
meaning VVG B-VP O
" `` O O
JJ ADJP O O
" '' O O
in IN B-PP O
Portuguese NP I-PP O
is VBZ B-VP O
a DT B-NP B-GENUS
mountain NN B-NP B-HYPER
in IN B-PP O
central JJ I-PP O
Rio NP I-PP O
de NP I-PP O
Janeiro NP I-PP O
, , O O
Brazil NP B-NP O
. . O O

The DT I-NP O
Cornet NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
brass NN I-NP I-GENUS
instrument NN B-NP B-HYPER
very RB B-NP O
similar JJ I-NP O
to TO B-PP O
the DT I-PP O
trumpet NN I-PP O
, , O O
distinguished VVN B-VP O
by IN B-PP O
its PP$ I-PP O
conical JJ I-PP O
bore NN I-PP O
, , O O
compact JJ B-NP O
shape NN I-NP O
, , O O
and CC O O
mellower JJR B-NP O
tone NN I-NP O
quality NN I-NP O
. . O O

RB ADVP O O
, , O O
Corporatism NP B-NP B-TERM
or CC I-NP O
corporativism NP I-NP O
( ( O O
Italian NP B-NP O
: : O O
corporativismo NP B-NP O
) ) O O
refers VVZ B-VP O
to TO B-PP O
a DT B-PP B-GENUS
political JJ B-NP I-GENUS
or CC I-NP I-GENUS
economic JJ B-NP B-HYPER
system NN I-NP I-HYPER
in IN B-PP O
which WDT I-PP O
power NN I-PP O
is VBZ B-VP O
held VVN I-VP O
by IN B-PP O
civic JJ I-PP O
assemblies NNS I-PP O
that WDT B-NP O
represent VVP B-VP O
economic JJ B-NP O
, , I-NP O
industrial JJ I-NP O
, , I-NP O
agrarian JJ I-NP O
, , I-NP O
social JJ I-NP O
, , I-NP O
cultural JJ I-NP O
, , I-NP O
and CC I-NP O
professional JJ I-NP O
groups NNS I-NP O
. . O O

In IN B-PP O
anatomy NN I-PP O
: : O O
Cortex NN B-NP B-TERM
refers VVZ B-VP O
to TO B-PP O
the DT B-PP B-GENUS
outermost JJ I-PP I-GENUS
or CC I-PP I-GENUS
superficial JJ B-NP I-GENUS
layer NN B-NP B-HYPER
of IN B-PP O
an DT I-PP O
organ NN I-PP O
, , O O
and CC O O
RB ADVP O O
in IN B-PP O
the DT I-PP O
brain NN I-PP O
. . O O

The DT B-NP O
term NN I-NP O
Costume NN I-NP B-TERM
can MD B-VP O
refer VV I-VP O
to TO I-VP O
wardrobe NN B-NP B-HYPER
and CC B-NP O
dress NN B-NP B-HYPER
in IN B-PP O
general JJ I-PP O
, , O O
or CC O O
to TO B-PP O
the DT I-PP O
distinctive JJ I-PP O
style NN I-PP O
of IN I-PP O
dress NN I-PP O
of IN I-PP O
a DT I-PP O
particular JJ I-PP O
people NNS I-PP O
, , I-PP O
class NN I-PP O
, , I-PP O
or CC I-PP O
period NN I-PP O
. . O O

The DT B-NP O
Cotswolds NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
range NN I-NP O
of IN B-PP O
hills NNS B-PP B-HYPER
in IN B-PP O
west-central NP I-PP O
England NP I-PP O
, , O O
sometimes RB B-VP O
called VVD I-VP O
the DT B-NP O
" `` I-NP O
Heart NP I-NP O
of IN B-PP O
England NP I-PP O
" '' O O
, , O O
an DT B-NP O
area NN I-NP O
convert VV B-VP O
across RP O O
and CC O O
convert VV B-VP O
RB ADVP O O
. . O O

In IN B-PP O
digital JJ I-PP O
logic NN I-PP O
and CC I-PP O
computing NN I-PP O
, , O O
a DT B-NP O
Counter NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
device NN B-NP B-HYPER
which WDT B-NP O
stores NNS I-NP O
( ( O O
and CC O O
RB ADJP O O
displays VVZ B-VP O
) ) B-NP O
the DT I-NP O
number NN I-NP O
of IN B-PP O
times NNS I-PP O
a DT B-NP O
particular JJ I-NP O
event NN I-NP O
or CC I-NP O
process NN I-NP O
has VHZ B-VP O
occurred VVN I-VP O
, , O O
RB ADVP O O
in IN B-PP O
relationship NN I-PP O
to TO I-PP O
a DT I-PP O
clock NN I-PP O
signal NN I-PP O
. . O O

In IN I-PP O
music NN I-PP O
, , O O
Counterpoint NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
relationship NN B-NP B-HYPER
between IN B-PP O
two CD I-PP O
or CC I-PP O
more JJR I-PP O
voices NNS I-PP O
that WDT B-NP O
are VBP B-VP O
JJ ADJP O O
in IN B-PP O
contour NN I-PP O
and CC I-PP O
rhythm NN I-PP O
, , O O
and CC O O
JJ ADJP O O
in IN B-PP O
harmony NN I-PP O
. . O O

A DT B-NP O
Couplet NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
pair NN I-NP I-GENUS
of IN B-PP I-GENUS
lines NNS I-PP I-GENUS
of IN I-PP I-GENUS
verse NN B-NP B-HYPER
. . O O

Couscous NN B-NP B-TERM
or CC I-NP O
kuskus NN I-NP O
( ( O O
/ˈkʊskʊs/ NNS B-NP O
in IN B-PP O
the DT I-PP O
US NP I-PP O
, , O O
/ˈkuːskuːs/ NN B-NP O
in IN B-PP O
the DT I-PP O
UK NP I-PP O
; : O O
Berber NP B-NP O
Seksu NP I-NP O
- : O O
كسكس‎ NN B-NP O
, , O O
called VVD B-VP O
maftoul NN B-NP O
in IN B-PP O
Jordan NP I-PP O
, , I-PP O
Lebanon NP I-PP O
and CC I-PP O
Palestine NP I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
pasta NN B-NP B-HYPER
from NN B-NP O
the DT I-NP O
Maghreb NP I-NP O
of IN B-PP O
Berber JJ I-PP O
origin NN I-PP O
. . O O

A DT B-NP O
Covenant-breaker NP I-NP B-TERM
or CC O O
the DT B-NP O
act NN I-NP O
of IN B-PP O
Covenant-breaking NP I-PP O
refers VVZ B-VP O
to TO B-PP O
a DT I-PP O
particular JJ I-PP O
form NN I-PP O
of IN I-PP O
heresy NN B-NP B-HYPER
. . O O

The DT B-NP O
Coyote NP I-NP B-TERM
( ( O O
/kaɪˈoʊtiː/ NP B-NP O
, , O O
/ˈkaɪ.oʊt/ NP B-NP O
) ) O O
( ( B-NP O
Canis NP I-NP O
latrans NNS I-NP O
) ) O O
, , O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
the DT I-PP O
prairie NN I-PP O
wolf NN I-PP O
, , O O
is VBZ B-VP O
a DT B-NP B-GENUS
mammal NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
order NN I-PP O
Carnivora NP B-NP O
. . O O

A DT I-NP O
Crannóg NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
ancient NN I-NP I-GENUS
island NN B-NP B-HYPER
used VVN B-VP O
for IN B-PP O
a DT I-PP O
settlement NN I-PP O
. . O O

A DT B-NP O
Crew NP I-NP B-TERM
comprises VVZ B-VP O
a DT B-NP O
body NN I-NP O
or CC O O
a DT B-NP O
class NN I-NP O
of IN B-PP O
people NNS B-NP B-HYPER
who WP B-NP O
work NN I-NP O
at IN B-PP O
a DT I-PP O
common JJ I-PP O
activity NN I-PP O
, , O O
RB ADVP O O
in IN B-PP O
a DT I-PP O
structured JJ I-PP O
or CC I-PP O
hierarchical JJ I-PP O
organization NN I-PP O
. . O O

The DT B-NP O
Cro-hook NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
special JJ I-NP I-GENUS
double-ended NN I-NP I-GENUS
crochet NN B-NP B-HYPER
hook NN I-NP I-HYPER
used VVN B-VP O
to TO I-VP O
make VV I-VP O
double-sided JJ B-NP O
crochet NN I-NP O
, , O O
which WDT B-NP O
is VBZ B-VP O
a DT B-NP O
variation NN I-NP O
of IN B-PP O
Tunisian JJ I-PP O
crochet NN I-PP O
. . O O

In IN B-PP O
law NN I-PP O
, , O O
Cross-examination NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
interrogation NN B-NP B-HYPER
of IN B-PP O
a DT I-PP O
witness NN I-PP O
called VVN B-VP O
by IN B-PP O
one CD I-PP O
's POS I-PP O
opponent NN B-NP O
. . O O

Cross-stitch NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
popular JJ I-NP O
form NN I-NP O
of IN B-PP O
counted-thread NN B-PP B-GENUS
embroidery NN B-NP B-HYPER
in IN B-PP O
which WDT I-PP O
X-shaped JJ B-NP O
stitches NNS I-NP O
are VBP B-VP O
used VVN I-VP O
to TO I-VP O
form VV I-VP O
a DT B-NP O
picture NN I-NP O
. . O O

A DT I-NP O
Crossbow NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
weapon NN B-NP B-HYPER
consisting VVG B-VP O
of IN B-PP O
a DT I-PP O
bow NN I-PP O
mounted VVD B-VP O
on IN B-PP O
a DT I-PP O
stock NN I-PP O
that WDT B-NP O
shoots VVZ B-VP O
projectiles NNS B-NP O
, , O O
RB ADVP O O
called VVN B-VP O
bolts NNS B-NP O
. . O O

A DT B-NP O
Crucifix NP I-NP B-TERM
( ( O O
from IN B-PP O
Latin NP I-PP O
cruci NP I-PP O
fixus NN I-PP O
meaning NN I-PP O
" '' O O
( ( O O
one CD B-NP O
) ) O O
fixed VVN B-VP O
to TO B-PP O
a DT I-PP O
cross NN I-PP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
cross NN B-NP B-HYPER
with IN B-PP O
a DT I-PP O
representation NN I-PP O
of IN I-PP O
Jesus NP I-PP O
' POS I-PP O
body NN B-NP O
, , O O
or CC O O
corpus NN B-NP O
. . O O

A DT I-NP O
Cruiser NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
large JJ I-NP O
type NN I-NP O
of IN B-PP O
warship NN B-NP B-HYPER
, , O O
which WDT B-NP O
had VHD B-VP O
its PP$ B-NP O
prime JJ I-NP O
period NN I-NP O
from IN B-PP O
the DT I-PP O
late JJ I-PP O
19th JJ I-PP O
century NN I-PP O
to TO I-PP O
the DT I-PP O
end NN I-PP O
of IN I-PP O
the DT I-PP O
Cold NP I-PP O
War NP I-PP O
. . O O

Cruising NN B-NP B-TERM
by IN B-PP O
boat NN I-PP O
is VBZ B-VP O
a DT B-NP B-GENUS
lifestyle NN B-NP B-HYPER
that WDT B-NP O
involves VVZ B-VP O
living NN B-NP O
for IN B-PP O
extended JJ I-PP O
time NN I-PP O
on IN I-PP O
a DT I-PP O
boat NN I-PP O
while IN O O
traveling VVG B-VP O
from IN B-PP O
place NN I-PP O
to TO B-VP O
place VV I-VP O
for IN B-PP O
pleasure NN I-PP O
. . O O

In IN I-PP O
chemistry NN I-PP O
, , O O
mineralogy NN B-NP O
, , O O
and CC O O
materials NNS B-NP O
science NN I-NP O
, , O O
a DT B-NP O
Crystal NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
solid NN B-NP B-HYPER
in IN B-PP O
which WDT I-PP O
the DT B-NP O
constituent JJ I-NP O
atoms NNS I-NP O
, , O O
molecules NNS B-NP O
, , O O
or CC O O
ions NNS B-NP O
are VBP B-VP O
packed VVN I-VP O
in IN B-PP O
a DT I-PP O
regularly RB I-PP O
ordered VVN I-PP O
, , I-PP O
repeating VVG I-PP O
pattern NN I-PP O
extending VVG B-VP O
in IN B-PP O
all DT I-PP O
three CD I-PP O
spatial JJ I-PP O
dimensions NNS I-PP O
. . O O

A DT B-NP O
Cube NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
three-dimensional JJ I-NP I-GENUS
RB ADJP O I-GENUS
object NN B-NP B-HYPER
bounded VVN B-VP O
by IN B-PP O
six CD I-PP O
square JJ I-PP O
faces NNS I-PP O
, , I-PP O
facets NNS I-PP O
or CC I-PP O
sides NNS I-PP O
, , O O
with IN B-PP O
three CD I-PP O
meeting NN I-PP O
at IN I-PP O
each DT I-PP O
vertex NN I-PP O
. . O O

Cuisine NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
specific JJ I-NP O
set NN I-NP O
of IN B-PP O
cooking NN B-NP B-GENUS
traditions NNS B-NP B-HYPER
and CC B-NP O
practices NNS B-NP B-HYPER
, , O O
RB ADVP O O
associated VVN B-VP O
with IN B-PP O
a DT I-PP O
specific JJ I-PP O
culture NN I-PP O
. . O O

Cuitlahuac NP B-NP O
( ( O O
c. NP B-NP O
1476 CD I-NP O
- : O O
1520 CD B-NP O
) ) O O
or CC O O
Cuitláhuac NP B-NP B-TERM
( ( O O
in IN B-PP O
Spanish JJ I-PP O
orthography NN I-PP O
; : O O
in IN B-PP O
cuitlāhuac NN I-PP O
, , O O
honorific JJ B-NP O
form NN I-NP O
Cuitlahuatzin NP I-NP O
) ) O O
was VBD B-VP O
the DT B-NP B-GENUS
JJ ADJP O I-GENUS
tlatoani NNS B-NP B-HYPER
( ( B-NP O
ruler NN I-NP O
) ) O O
of IN B-PP O
the DT I-PP O
Aztec JJ I-PP O
city NN I-PP O
of IN I-PP O
Tenochtitlan NP I-PP O
for IN I-PP O
80 CD I-PP O
days NNS I-PP O
during IN I-PP O
the DT I-PP O
year NN I-PP O
Two CD B-NP O
Flint NP I-NP O
( ( O O
1520 CD B-NP O
) ) O O
. . O O

In IN B-PP O
architecture NN I-PP O
, , O O
a DT B-NP O
Cupola NN I-NP B-TERM
or CC O O
lantern NN B-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
radially RB I-NP I-GENUS
symmetrical JJ I-NP I-GENUS
ornamental NN I-NP I-GENUS
structure NN B-NP B-HYPER
( ( B-NP O
RB ADVP O O
dome-shaped JJ B-NP O
or CC I-NP O
quadrilateral JJ I-NP O
) ) I-NP O
located VVN B-VP O
on IN B-PP O
top NN I-PP O
of IN I-PP O
a DT I-PP O
larger JJR I-PP O
roof NN I-PP O
or CC I-PP O
dome NN I-PP O
, , O O
often RB B-VP O
used VVN I-VP O
as IN B-PP O
a DT I-PP O
lookout NN I-PP O
or CC O O
to TO B-VP O
admit VV I-VP O
light NN B-NP O
and CC O O
provide VV B-VP O
ventilation NN B-NP O
. . O O

In IN B-PP O
vector NN I-PP O
calculus NN I-PP O
, , O O
Curl NP B-NP B-TERM
( ( I-NP O
CC ADJP O O
: : O O
rotor NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
vector NN B-NP B-HYPER
operator NN I-NP I-HYPER
that WDT B-NP O
shows VVZ B-VP O
a DT B-NP O
vector NN I-NP O
field NN I-NP O
's POS I-NP O
" `` I-NP O
rotation NN I-NP O
" '' O O
; : O O
that WDT B-NP O
is VBZ B-VP O
, , O O
the DT B-NP O
direction NN I-NP O
of IN B-PP O
the DT I-PP O
axis NN I-PP O
of IN I-PP O
rotation NN I-PP O
and CC O O
the DT B-NP O
magnitude NN I-NP O
of IN B-PP O
the DT I-PP O
rotation NN I-PP O
. . O O

A DT B-NP O
Currency NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
medium NN I-NP O
of IN B-PP O
exchange NN B-PP B-HYPER
, , O O
facilitating VVG B-VP O
the DT B-NP O
transfer NN I-NP O
of IN B-PP O
goods NNS I-PP O
and/ NN I-PP O
or CC I-PP O
services NNS I-PP O
. . O O

In IN I-PP O
computer NN I-PP O
science NN I-PP O
, , O O
Currying NP B-NP B-TERM
, , O O
invented VVD B-VP O
