-DOCSTART- -X- -X- O
more JJR I-NP O
electrochemical JJ B-NP B-HYPER
cells NN I-NP I-HYPER
which WDT B-NP O
store VVP B-VP O
chemical JJ B-NP O
energy NN I-NP O
and CC O O
make VV B-VP O
it PP B-NP O
JJ ADJP O O
as IN B-PP O
electrical JJ I-PP O
energy NN I-PP O
. . O O

A DT B-NP O
Battleship NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
large JJ I-NP I-GENUS
, , O I-GENUS
heavily RB B-NP I-GENUS
armored JJ I-NP I-GENUS
warship NN B-NP B-HYPER
with IN B-PP O
a DT I-PP O
main JJ I-PP O
battery NN I-PP O
consisting VVG B-VP O
of IN B-PP O
the DT I-PP O
largest JJS I-PP O
calibre NN I-PP O
of IN I-PP O
guns NNS I-PP O
. . O O

The DT B-NP O
Bavarii NP I-NP B-TERM
were VBD B-VP O
a DT B-NP B-GENUS
large JJ I-NP I-GENUS
and CC O I-GENUS
JJ ADJP O I-GENUS
tribe NN B-NP B-HYPER
which WDT B-NP O
emerged VVD B-VP O
RB ADVP O O
in IN B-PP O
Teutonic JJ I-PP O
tribal JJ I-PP O
times NNS I-PP O
, , O O
in IN B-PP O
what WP I-PP O
is VBZ B-VP O
RB ADVP O O
the DT B-NP O
Czech NP I-NP O
Republic NP I-NP O
( ( O O
Bohemia NP B-NP O
) ) O O
. . O O

The DT I-NP O
BeBox NP I-NP B-TERM
was VBD B-VP O
a DT B-NP B-GENUS
short-lived JJ I-NP I-GENUS
dual NN I-NP I-GENUS
processor NN B-NP B-HYPER
PC NN B-NP O
, , O O
offered VVN B-VP O
by IN B-PP O
Be NP I-PP O
Inc. NP I-PP O
to TO B-VP O
run VV I-VP O
their PP$ B-NP O
own JJ I-NP O
operating NN I-NP O
system NN I-NP O
, , O O
BeOS NP B-NP O
. . O O

A DT I-NP O
Bead NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
, , O I-GENUS
decorative JJ B-NP B-HYPER
object NN I-NP I-HYPER
that WDT B-NP O
is VBZ B-VP O
pierced VVN I-VP O
for IN B-PP O
threading VVG B-VP O
or CC I-VP O
stringing VVG I-VP O
. . O O

The DT B-NP O
Beagle NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
breed NN B-NP B-HYPER
of IN B-PP O
JJ ADJP O O
dog NN B-NP O
. . O O

A DT B-NP O
Beast NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
animal NN B-NP B-HYPER
, , O O
RB ADVP O O
a DT B-NP O
four-legged JJ I-NP O
mammal NN I-NP O
. . O O

The DT I-NP O
Benelux NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
economic JJ B-NP B-HYPER
union NN I-NP I-HYPER
in IN B-PP O
Western NP I-PP O
Europe NP I-PP O
that WDT B-NP O
includes VVZ B-VP O
three CD B-NP O
neighboring JJ I-NP O
monarchies NNS I-NP O
, , O O
Belgium NP B-NP O
, , O O
the DT B-NP O
Netherlands NPS I-NP O
, , O O
and CC O O
Luxembourg NP B-NP O
( ( O O
BelgiÃ∞Â«/ NP B-NP O
Belgique/ NP I-NP O
Belgien NP I-NP O
- : O O
Nederland NP B-NP O
- : O O
LÃ∞Â«tzebuerg/ NP B-NP O
Luxembourg/ NP I-NP O
Luxemburg NP I-NP O
) ) O O
, , O O
which WDT B-NP O
lie VVP B-VP O
in IN B-PP O
the DT I-PP O
north RB I-PP O
western JJ I-PP O
European JJ I-PP O
region NN I-PP O
between IN I-PP O
France NP I-PP O
and CC I-PP O
Germany NP I-PP O
. . O O

The DT B-NP O
Bicycle NP I-NP B-TERM
, , I-NP O
cycle NN I-NP O
, , O O
or CC O O
bike NN B-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
pedal-driven JJ I-NP I-GENUS
, , O I-GENUS
JJ ADJP O I-GENUS
vehicle NN B-NP B-HYPER
with NN B-NP O
two CD I-NP O
wheels NNS I-NP O
attached VVN B-VP O
to TO B-PP O
a DT I-PP O
frame NN I-PP O
, , O O
one CD B-NP O
behind IN B-PP O
the DT I-PP O
other JJ I-PP O
. . O O

A DT B-NP O
Bikini NN I-NP B-TERM
or CC O O
two-piece NN B-NP O
is VBZ B-VP O
a DT B-NP O
type NN I-NP O
of IN B-PP O
women NNS B-PP B-GENUS
's POS I-PP I-GENUS
swimsuit NN B-NP B-HYPER
, , O O
characterized VVN B-VP O
by IN B-PP O
two CD I-PP O
separate JJ I-PP O
parts NNS I-PP O
- : O O
one CD B-NP O
covering VVG B-VP O
the DT B-NP O
breasts NNS I-NP O
, , O O
the DT B-NP O
other JJ I-NP O
the DT I-NP O
groin NN I-NP O
( ( O O
and CC O O
RB ADVP O O
the DT B-NP O
buttocks NNS I-NP O
) ) O O
, , O O
leaving VVG B-VP O
an DT B-NP O
uncovered JJ I-NP O
area NN I-NP O
between IN B-PP O
the DT I-PP O
two CD I-PP O
garments NNS I-PP O
. . O O

A DT I-NP O
Bio-MEMS NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
special JJ I-NP O
class NN I-NP O
of IN B-PP O
microelectromechanical JJ B-PP B-HYPER
systems NNS I-PP I-HYPER
( ( O O
MEMS NP B-NP O
) ) O O
WRB ADVP O O
biological JJ B-NP O
matter NN I-NP O
is VBZ B-VP O
manipulated VVN I-VP O
to TO I-VP O
analyze VV I-VP O
and CC I-VP O
measure VV I-VP O
its PP$ B-NP O
activity NN I-NP O
under IN B-PP O
any DT I-PP O
class NN I-PP O
of IN I-PP O
scientific JJ I-PP O
study NN I-PP O
. . O O

A DT B-NP O
Biome NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
climatically RB I-NP I-GENUS
and CC I-NP I-GENUS
geographically RB I-NP I-GENUS
defined VVN I-NP I-GENUS
area NN B-NP B-HYPER
of IN B-PP O
ecologically RB I-PP O
similar JJ I-PP O
climatic JJ I-PP O
conditions NNS I-PP O
JJ ADJP O O
as IN B-PP O
communities NNS I-PP O
plants NNS I-PP O
, , O O
animals NNS B-NP O
, , O O
and CC O O
soil NN B-NP O
organisms NNS I-NP O
, , O O
RB ADVP O O
referred VVD B-VP O
to TO B-PP O
RB ADJP O O
ecosystems NNS B-NP O
. . O O

Bioterrorism NN I-NP B-TERM
is VBZ B-VP O
terrorism NN B-NP B-HYPER
by JJ B-NP O
intentional JJ I-NP O
release NN I-NP O
or CC I-NP O
dissemination NN I-NP O
of IN B-PP O
biological JJ I-PP O
agents NNS I-PP O
( ( O O
bacteria NNS B-NP O
, , O O
viruses NNS B-NP O
or CC O O
toxins NNS B-NP O
) ) O O
; : O O
these DT B-NP O
may MD B-VP O
be VB I-VP O
in IN B-PP O
a DT I-PP O
naturally-occurring NN I-PP O
or CC O O
in IN B-PP O
a DT I-PP O
human-modified JJ I-PP O
form NN I-PP O
. . O O

The DT B-NP O
term NN I-NP O
Biotic NN I-NP B-TERM
refers VVZ B-VP O
to TO B-PP O
the DT I-PP O
condition NN I-PP O
of IN I-PP O
living VVG B-VP B-HYPER
organisms NNS B-NP I-HYPER
. . O O

Edward NP B-NP O
Teach NP I-NP O
( ( O O
[tɛtʃ] NN B-NP O
; : O O
c. NP B-NP O
1689 CD I-NP O
, , O O
November NP B-NP O
22 CD I-NP O
, , I-NP O
1718 CD I-NP O
) ) O O
, , O O
RBR ADJP O O
known VVN B-VP O
as IN B-PP O
Blackbeard NP I-PP B-TERM
, , O O
was VBD B-VP O
a DT B-NP B-GENUS
notorious JJ I-NP I-GENUS
English NNS I-NP I-GENUS
pirate NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
Caribbean NP I-PP O
Sea NP I-PP O
and CC O O
western JJ B-NP O
Atlantic NP I-NP O
during IN B-PP O
the DT I-PP O
early JJ I-PP O
18th JJ I-PP O
century NN I-PP O
, , O O
a DT B-NP O
period NN I-NP O
referred VVD B-VP O
to TO B-PP O
as IN I-PP O
the DT I-PP O
Golden NP I-PP O
Age NP I-PP O
of IN I-PP O
Piracy NP I-PP O
. . O O

In IN I-PP O
the DT I-PP O
card NN I-PP O
game NN I-PP O
Sheepshead NP B-NP O
, , O O
the DT B-NP O
Blind NP I-NP B-TERM
are VBP B-VP O
the DT B-NP B-GENUS
cards NNS B-NP B-HYPER
face VVP B-VP I-HYPER
RB ADJP O I-HYPER
on IN B-PP O
the DT I-PP O
table NN I-PP O
after IN I-PP O
the DT I-PP O
initial JJ I-PP O
deal NN I-PP O
. . O O

Blindness NN B-NP B-TERM
is VBZ B-VP O
defined VVN I-VP O
RB ADJP O O
visual JJ B-NP B-HYPER
acuity NN I-NP I-HYPER
of IN B-PP O
less JJR I-PP O
than IN I-PP O
3/ CD I-PP O
60 CD I-PP O
, , O O
or CC O O
JJ ADJP O O
visual JJ B-NP B-HYPER
field NN I-NP I-HYPER
loss NN B-NP O
to TO B-PP O
less JJR I-PP O
than IN I-PP O
10 CD I-PP O
degrees NNS I-PP O
, , O O
in IN B-PP O
the DT I-PP O
better JJR I-PP O
eye NN I-PP O
with IN I-PP O
best JJS I-PP O
possible JJ I-PP O
correction NN I-PP O
. . O O

A DT B-NP O
Blizzard NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
severe JJ I-NP I-GENUS
winter NN I-NP I-GENUS
storm NN B-NP B-HYPER
condition NN I-NP I-HYPER
characterized VVN B-VP O
by IN B-PP O
low JJ I-PP O
temperatures NNS I-PP O
, , O O
strong JJ B-NP O
winds NNS I-NP O
, , O O
and CC O O
heavy JJ B-NP O
blowing VVG I-NP O
snow NN I-NP O
. . O O

A DT I-NP O
Boat NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
watercraft NN B-NP B-HYPER
designed VVN B-VP O
to TO I-VP O
float VV I-VP O
or CC I-VP O
plane NN B-NP O
on IN B-PP O
water NN I-PP O
, , O O
and CC O O
provide VV B-VP O
transport NN B-NP O
over IN B-PP O
it PP I-PP O
. . O O

With IN I-PP O
regard NN I-PP O
to TO I-PP O
living VVG I-PP O
things NNS I-PP O
, , O O
a DT B-NP O
Body NP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
integral NN I-NP I-GENUS
physical JJ B-NP B-HYPER
material NN I-NP I-HYPER
of IN B-PP O
an DT I-PP O
individual NN I-PP O
. . O O

Bodyline NN B-NP B-TERM
, , O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
fast JJ I-PP O
leg NN I-PP O
theory NN I-PP O
, , O O
was VBD B-VP O
a DT B-NP B-GENUS
cricketing NN B-NP B-HYPER
tactic NN I-NP I-HYPER
devised VVN B-VP O
by IN B-PP O
the DT I-PP O
English JJ I-PP O
cricket NN I-PP O
team NN I-PP O
for IN I-PP O
their PP$ I-PP O
1932ÃƒÂ¢Ã‚â€¢Ã‚â€ž33 JJ I-PP O
Ashes NP I-PP O
tour NN I-PP O
of IN I-PP O
Australia NP I-PP O
, , O O
RB ADVP O O
to TO B-VP O
combat VV I-VP O
the DT B-NP O
extraordinary JJ I-NP O
batting NN I-NP O
skill NN I-NP O
of IN B-PP O
Australia NP I-PP O
's POS I-PP O
Don NP B-NP O
Bradman NP I-NP O
. . O O

A DT I-NP O
Bogie NP I-NP B-TERM
( ( O O
/ˈboʊɡi/ NP B-NP O
) ) O O
( ( O O
bō′·gē NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
wheeled VVN I-NP I-GENUS
wagon NN B-NP B-HYPER
or CC B-NP O
trolley NN B-NP B-HYPER
. . O O

A DT B-NP O
Bokken NP I-NP B-TERM
( ( I-NP O
JJ ADJP O O
, , O O
bok(u NP B-NP O
) ) O O
, , O O
" `` O O
wood NN B-NP O
" '' O O
, , O O
and CC O O
ken VV B-VP O
, , O O
" `` O O
sword NN B-NP O
" '' O O
) ) O O
, , O O
is VBZ B-VP O
a DT B-NP B-GENUS
wooden JJ I-NP I-GENUS
Japanese NNS I-NP I-GENUS
sword NN B-NP B-HYPER
used VVN B-VP O
for IN B-PP O
training NN I-PP O
, , O O
RB ADVP O O
the DT B-NP O
size NN I-NP O
and CC I-NP O
shape NN I-NP O
of IN B-PP O
a DT I-PP O
katana NN I-PP O
, , O O
but CC O O
sometimes RB B-VP O
shaped VVN I-VP O
like IN B-PP O
other JJ I-PP O
swords NNS I-PP O
, , O O
JJ ADJP O O
as IN B-PP O
the DT I-PP O
wakizashi NN I-PP O
and CC I-PP O
tantō NN I-PP O
. . O O

A DT B-NP O
Bomber NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
military NN I-NP I-GENUS
aircraft NN B-NP B-HYPER
designed VVD B-VP O
to TO I-VP O
attack VV I-VP O
ground NN B-NP O
targets NNS I-NP O
, , O O
RB ADVP O O
by IN B-PP O
dropping VVG B-VP O
bombs NNS B-NP O
. . O O

A DT I-NP O
Book NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
set NN I-NP O
or CC I-NP O
collection NN I-NP O
of IN B-PP O
written VVN B-PP B-GENUS
, , I-PP I-GENUS
printed VVN I-PP I-GENUS
, , I-PP I-GENUS
illustrated VVN I-PP I-GENUS
, , I-PP I-GENUS
or CC I-PP I-GENUS
blank NN I-PP I-GENUS
sheets NNS B-NP B-HYPER
, , O O
made VVN B-VP O
of IN B-PP O
paper NN I-PP O
, , O O
parchment NN B-NP O
, , O O
or CC O O
other JJ B-NP O
material NN I-NP O
, , O O
usually RB B-VP O
fastened VVN I-VP O
RB ADVP O O
to TO B-VP O
hinge VV I-VP O
at IN B-PP O
one CD I-PP O
side NN I-PP O
. . O O

A DT B-NP O
Boomerang NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
simple JJ I-NP I-GENUS
JJ ADJP O I-GENUS
implement VV B-VP B-HYPER
used VVN B-VP O
for IN B-PP O
various JJ I-PP O
purposes NNS I-PP O
. . O O

The DT B-NP O
Borg NP I-NP B-TERM
are VBP B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
pseudo-race NN B-NP B-HYPER
of IN B-PP O
cyborgs NNS I-PP O
depicted VVN B-VP O
in IN B-PP O
Star NP I-PP O
Trek NP I-PP O
. . O O

A DT B-NP O
Borough NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
administrative JJ B-NP B-HYPER
division NN I-NP I-HYPER
of IN B-PP O
various JJ I-PP O
countries NNS I-PP O
. . O O

The DT I-NP O
Bosporus NP I-NP B-TERM
or CC I-NP O
Bosphorus NP I-NP O
, , O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
the DT I-PP O
Istanbul NP I-PP O
Strait NP I-PP O
, , O O
( ( B-NP O
JJ ADJP O O
: : O O
İstanbul NP B-NP O
Boğazı NP I-NP O
) ) I-NP O
( ( I-NP O
Greek NP I-NP O
: : O O
Ã⁄Â‚Ã∂Â‘Ã∂Â∞Ã∂Â•Ã⁄Â¿Ã∂Â™Ã⁄Â¿Ã∂Â≠ NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
strait NN B-NP B-HYPER
that WDT B-NP O
forms VVZ B-VP O
the DT B-NP O
boundary NN I-NP O
between IN B-PP O
the DT I-PP O
European JJ I-PP O
part NN I-PP O
( ( O O
Rumelia NP B-NP O
) ) O O
of IN B-PP O
Turkey NP I-PP O
and CC O O
its PP$ B-NP O
Asian JJ I-NP O
part NN I-NP O
( ( O O
Anatolia NP B-NP O
) ) O O
. . O O

In IN B-PP O
animals NNS I-PP O
, , O O
the DT B-NP O
Brain NP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
control NN B-NP B-HYPER
center NN I-NP I-HYPER
of IN B-PP O
the DT I-PP O
central JJ I-PP O
nervous JJ I-PP O
system NN I-PP O
, , O O
JJ ADJP O O
for IN O O
behavior NN B-NP O
. . O O

Brainfuck NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
JJ ADJP O I-GENUS
programming NN B-NP B-HYPER
language NN I-NP I-HYPER
noted VVD B-VP O
for IN B-PP O
its PP$ I-PP O
extreme JJ I-PP O
minimalism NN I-PP O
. . O O

A DT B-NP O
Brand NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
collection NN I-NP O
of IN B-PP O
images NNS B-PP B-GENUS
and CC I-PP I-GENUS
ideas NNS I-PP I-GENUS
representing VVG B-VP I-GENUS
an DT B-NP I-GENUS
economic JJ B-NP B-HYPER
producer NN I-NP I-HYPER
; : O O
more RBR B-VP O
RB ADVP O O
, , O O
it PP B-NP O
refers VVZ B-VP O
to TO B-PP O
the DT I-PP O
concrete NN I-PP O
symbols NNS B-NP B-HYPER
such JJ B-NP O
as IN B-PP O
a DT I-PP O
name NN I-PP O
, , I-PP O
logo NN I-PP O
, , I-PP O
slogan NN I-PP O
, , I-PP O
and CC I-PP O
design NN I-PP O
scheme NN I-PP O
. . O O

The DT B-NP O
Brassicales NP I-NP B-TERM
are VBP B-VP O
an DT B-NP O
order NN I-NP O
of IN B-PP O
flowering VVG B-VP B-GENUS
plants NNS B-NP B-HYPER
, , O O
belonging VVG B-VP O
to TO B-PP O
the DT I-PP O
eurosids NNS I-PP O
II NP I-PP O
group NN I-PP O
of IN I-PP O
dicotyledons NNS I-PP O
under IN I-PP O
the DT I-PP O
APG NP I-PP O
II NP I-PP O
system NN I-PP O
. . O O

A DT B-NP O
Breakout-clone NP I-NP B-TERM
( ( O O
also RB B-VP O
known VVN I-VP O
as IN B-PP O
a DT I-PP O
Breakout-style NP I-PP O
game NN I-PP O
) ) O O
, , O O
is VBZ B-VP O
a DT B-NP O
sub-class NN I-NP O
of IN B-PP O
the DT B-PP B-GENUS
" `` B-PP B-HYPER
bat-and-ball NN I-PP I-HYPER
" '' I-PP I-HYPER
genre NN I-PP I-HYPER
introduced VVN B-VP O
with IN B-PP O
the DT I-PP O
Magnavox NP I-PP O
Odyssey NP I-PP O
's POS I-PP O
Tennis NP B-NP O
and CC I-NP O
Atari NP I-NP O
's POS I-NP O
Pong NP I-NP O
. . O O

A DT I-NP O
Breviary NP I-NP B-TERM
( ( O O
from IN B-PP O
Latin JJ I-PP O
brevis NN I-PP O
, , O O
'short NP B-NP O
' POS I-NP O
or CC O O
'concise NN B-NP O
' '' O O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
book NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
Latin JJ I-PP O
liturgical JJ I-PP O
rites NNS I-PP O
of IN I-PP O
Catholic NP I-PP O
Church NP I-PP O
containing VVG B-VP O
the DT B-NP O
public JJ I-NP O
or CC I-NP O
canonical JJ I-NP O
prayers NNS I-NP O
, , O O
hymns NNS B-NP O
, , O O
the DT B-NP O
Psalms NNS I-NP O
, , O O
readings NNS B-NP O
, , O O
and CC O O
notations NNS B-NP O
for IN B-PP O
everyday JJ I-PP O
use NN I-PP O
, , O O
RB ADVP O O
for IN B-PP O
priests NNS I-PP O
, , O O
in IN B-PP O
the DT I-PP O
Divine NP I-PP O
office NP I-PP O
( ( O O
i. NP B-NP O
e. NP I-NP O
, , O O
at IN B-PP O
the DT I-PP O
canonical JJ I-PP O
hours NNS I-PP O
or CC O O
Liturgy NN B-NP O
of IN B-PP O
the DT I-PP O
Hours NNS I-PP O
, , O O
the DT B-NP O
Christians NNS I-NP O
' POS I-NP O
daily JJ I-NP O
prayer NN I-NP O
) ) O O
. . O O

A DT B-NP O
Broch NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
Iron NP B-NP B-HYPER
Age NP I-NP I-HYPER
drystone NP I-NP I-HYPER
hollow-walled JJ B-NP O
structure NN I-NP O
of IN B-PP O
a DT I-PP O
type NN I-PP O
found VVD B-VP O
RB ADVP O O
in IN B-PP O
Scotland NP I-PP O
. . O O

The DT B-NP O
Bromeliales NP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
flowering VVG I-NP I-GENUS
plants NNS B-NP B-HYPER
. . O O

In IN B-PP O
Norse JJ I-PP O
mythology NN I-PP O
, , O O
Brísingamen NP B-NP B-TERM
( ( O O
from IN B-PP O
Old JJ I-PP O
Norse JJ I-PP O
brisinga NN I-PP O
" `` I-PP O
flaming JJ I-PP O
, , I-PP O
glowing JJ I-PP O
" '' I-PP O
CC ADVP O O
men NNS B-NP O
" '' O O
jewellry NN B-NP O
, , I-NP O
ornament NN I-NP O
" '' O O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
necklace NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
goddess NN I-PP O
Freyja NP I-PP O
( ( O O
or CC O O
Frigg NP B-NP O
in IN B-PP O
some DT I-PP O
mythological JJ I-PP O
writings NNS I-PP O
) ) O O
. . O O

The DT B-NP O
Bundestag NP I-NP B-TERM
( ( O O
" `` O O
Federal NP B-NP O
Diet NP I-NP O
" '' O O
or CC O O
" `` O O
Lower NP B-NP O
House NP I-NP O
of IN B-PP O
German NP I-PP O
Parliament NP I-PP O
" '' O O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
parliament NN B-NP B-HYPER
of IN B-PP O
Germany NP B-NP O
. . O O

The DT B-NP O
Bunyip NP I-NP B-TERM
( ( O O
usually RB B-VP O
translated VVN I-VP O
as IN B-PP O
" `` O O
devil NN B-NP O
" '' O O
or CC O O
" `` O O
spirit NN B-NP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
mythical JJ B-NP B-HYPER
creature NN I-NP I-HYPER
from IN B-PP O
Australian JJ I-PP O
folklore NN I-PP O
. . O O

The DT B-NP O
Burgundians NP I-NP B-TERM
or CC I-NP O
Burgundes NP I-NP O
were VBD B-VP O
an DT B-NP B-GENUS
East JJ I-NP I-GENUS
JJ ADJP O I-GENUS
tribe NN B-NP B-HYPER
which WDT B-NP O
may MD B-VP O
have VH I-VP O
emigrated VVD I-VP O
from IN B-PP O
mainland JJ I-PP O
Scandinavia NP B-NP O
to TO B-PP O
the DT I-PP O
island NN I-PP O
of IN I-PP O
Bornholm NP I-PP O
, , O O
whose WP$ B-NP O
old JJ I-NP O
form NN I-NP O
in IN B-PP O
Old JJ I-PP O
Norse NN I-PP O
RB ADVP O O
was VBD B-VP O
Burgundarholmr NP B-NP O
( ( O O
the DT B-NP O
Island NP I-NP O
of IN B-PP O
the DT I-PP O
Burgundians NNS I-PP O
) ) O O
, , O O
and CC O O
from IN B-PP O
RB ADVP O O
to TO B-PP O
mainland JJ I-PP O
Europe NP I-PP O
. . O O

A DT B-NP O
Burning-glass NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
large JJ I-NP I-GENUS
JJ ADJP O I-GENUS
lens NN B-NP B-HYPER
that WDT B-NP O
can MD B-VP O
concentrate VV I-VP O
the DT B-NP O
sun NN I-NP O
's POS I-NP O
rays NNS I-NP O
onto IN B-PP O
a DT I-PP O
small JJ I-PP O
area NN I-PP O
, , O O
heating VVG B-VP O
up RP O O
the DT B-NP O
area NN I-NP O
and CC O O
RB ADVP O O
resulting VVG B-VP O
in IN B-PP O
ignition NN I-PP O
of IN I-PP O
the DT I-PP O
exposed VVN I-PP O
surface NN I-PP O
. . O O

A DT B-NP O
Bus NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
large JJ I-NP I-GENUS
road NN I-NP I-GENUS
vehicle NN B-NP B-HYPER
designed VVN B-VP O
to TO I-VP O
carry VV I-VP O
numerous JJ B-NP O
passengers NNS I-NP O
in IN B-PP O
addition NN I-PP O
to TO I-PP O
the DT I-PP O
driver NN I-PP O
and CC O O
RB ADVP O O
a DT B-NP O
conductor NN I-NP O
. . O O

In IN B-PP O
computer NN I-PP O
science NN I-PP O
a DT B-NP O
Byte NP I-NP B-TERM
( ( O O
pronounced VVN B-NP O
" `` I-NP O
bite NN I-NP O
" '' O O
, , O O
/ˈbaɪt/ NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
unit NN B-NP B-HYPER
of IN B-PP I-HYPER
measurement NN B-NP I-HYPER
of IN B-PP O
information NN I-PP O
storage NN B-NP O
, , B-NP O
most RBS I-NP O
often RB B-VP O
consisting VVG I-VP O
of IN B-PP O
eight CD I-PP O
bits NNS I-PP O
. . O O

Byzantium NN B-NP B-TERM
( ( O O
Greek NP B-NP O
: : O O
Βυζάντιον NN B-NP O
, , O O
Byzántion NN B-NP O
; : O O
Latin NP B-NP O
: : O O
BYZANTIVM NP B-NP O
) ) O O
was VBD B-VP O
an DT B-NP B-GENUS
ancient JJ I-NP I-GENUS
Greek NP I-NP I-GENUS
city NN B-NP B-HYPER
, , O O
which WDT B-NP O
was VBD B-VP O
founded VVN I-VP O
by IN B-PP O
Greek JJ I-PP O
colonists NNS I-PP O
from IN I-PP O
Megara NP I-PP O
in IN I-PP O
667 CD I-PP O
BC NP I-PP O
and CC O O
named VVN B-VP O
after IN B-PP O
their PP$ I-PP O
king NN I-PP O
Byzas NP I-PP O
or CC I-PP O
Byzantas NP I-PP O
( ( O O
Ã⁄Â‚Ã∂ÂŸÃ⁄Â¶Ã⁄Â±Ã∂Â≠ NN B-NP O
or CC I-NP O
Ã⁄Â‚Ã∂ÂŸÃ⁄Â¶Ã⁄Â±Ã⁄Â∏Ã∂Â≥Ã⁄Â±Ã∂Â≠ NN I-NP O
in IN B-PP O
JJ ADJP O O
) ) O O
. . O O

In IN B-PP O
computing NN I-PP O
, , O O
C NP B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
general-purpose JJ I-NP I-GENUS
, , O I-GENUS
block VV B-VP I-GENUS
structured JJ B-NP I-GENUS
, , I-NP I-GENUS
procedural JJ I-NP I-GENUS
, , I-NP I-GENUS
imperative JJ I-NP I-GENUS
computer NN I-NP I-GENUS
programming NN B-NP B-HYPER
language NN I-NP I-HYPER
developed VVN B-VP O
in IN B-PP O
1972 CD I-PP O
by IN I-PP O
Dennis NP I-PP O
Ritchie NP I-PP O
at IN I-PP O
the DT I-PP O
Bell NP I-PP O
Telephone NP I-PP O
Laboratories NPS I-PP O
for IN I-PP O
use NN I-PP O
with IN I-PP O
the DT I-PP O
Unix NP I-PP O
operating NN I-PP O
system NN I-PP O
. . O O

A DT B-NP O
CD-R NP I-NP B-TERM
( ( O O
Compact NP B-NP O
Disc-Recordable NP I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP O
variation NN I-NP O
of IN B-PP O
the DT B-PP B-GENUS
Compact NP B-NP B-HYPER
Disc NP I-NP I-HYPER
invented VVN B-VP O
by IN B-PP O
Philips NP I-PP O
and CC O O
Sony NP B-NP O
. . O O

The DT I-NP O
CLIÉ NP I-NP B-TERM
( ( O O
pronounced VVN B-NP O
" `` I-NP O
KLEE-AY NP I-NP O
" '' I-NP O
Latin NPS I-NP O
) ) O O
was VBD B-VP O
a DT B-NP O
series NN I-NP O
of IN B-PP O
personal NN B-PP B-GENUS
digital JJ B-NP B-HYPER
assistants NNS I-NP I-HYPER
running VVG B-VP O
the DT B-NP O
Palm NP I-NP O
Operating NN I-NP O
System NP I-NP O
developed VVN B-VP O
and CC I-VP O
marketed VVN I-VP O
by IN B-PP O
Sony NP I-PP O
from IN I-PP O
2000 CD I-PP O
to TO I-PP O
. . O O

In IN I-PP O
computer NN I-PP O
science NN I-PP O
, , O O
a DT B-NP O
Cache NP I-NP B-TERM
( ( O O
/ˈkæʃ/ NN B-NP O
, , O O
like IN B-PP O
" `` O O
cash NN B-NP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP O
collection NN I-NP O
of IN B-PP O
data NNS B-NP B-HYPER
duplicating VVG B-VP O
original JJ B-NP O
values NNS I-NP O
stored VVD B-VP O
RB ADVP O O
